strain,rep,hpi,source,target,weight,tx,ty,px_size_x_source,px_size_y_source,px_size_x_target,px_size_y_target,warning
PR8_Nepal,1,0,0,1,2.1213415831744736e-09,9.822296515193377e-07,7.240848200158587e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,1,0,1,2,2.141372722839379e-09,9.191894888962957e-07,6.664097818031058e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,1,0,2,3,2.1061068408977307e-09,3.9805061477847013e-07,6.46084229463466e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,1,0,3,4,2.1072777772158116e-09,4.0578877310703794e-07,5.908854176548016e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
PR8_Nepal,1,0,5,6,2.0707192529671298e-09,-4.640828679227732e-07,-7.141799635973587e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
PR8_Nepal,1,0,6,7,2.0896114124252787e-09,-4.0764591831123965e-07,-6.506239122738226e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,1,0,7,8,2.1072777772158116e-09,-9.23213283006158e-07,-6.51655689674811e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,1,0,8,9,2.0860574288736646e-09,-9.25173620740863e-07,-6.917909056535965e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,1,4,0,1,2.923998749320317e-09,1.2052947893975576e-06,6.047109002826361e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,1,4,1,2,2.927313940646677e-09,6.248301168212201e-07,6.456715086634998e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,1,4,2,3,2.911826732708268e-09,6.497985198717444e-07,7.182038069050755e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,1,4,3,4,2.913455441807101e-09,9.987376963523166e-07,6.710526817118447e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,1,4,5,6,2.8806698507097517e-09,-8.231331874094413e-07,-6.796162078299181e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,1,4,6,7,2.897915039027443e-09,-7.977520143610964e-07,-6.688859590093401e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,1,4,7,8,2.896260461323552e-09,-6.476318463670941e-07,-6.223538904171314e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,1,4,8,9,2.89298785063219e-09,-1.353145066747997e-06,-5.696312558147014e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,1,5,0,1,2.9985905541499695e-09,9.756264139398112e-07,7.268705501215311e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
PR8_Nepal,1,5,1,2,3.019534561893629e-09,1.0108091771116028e-06,6.718780741139228e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
PR8_Nepal,1,5,2,3,3.042141396447598e-09,8.972131025848156e-07,6.900369529489123e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,1,5,3,4,3.024520609615342e-09,7.164498050025369e-07,6.383460465496162e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,1,5,5,6,3.024520609615342e-09,-8.602763374814985e-07,-6.918940735541244e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,1,5,6,7,3.0035633411385607e-09,-8.866891895649396e-07,-7.175847503040534e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,1,5,7,8,3.0212028130327806e-09,-1.060436528674932e-06,-7.229498747143423e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,1,5,8,9,2.9809804124758138e-09,-1.0706508888310182e-06,-6.890051755479239e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,1,6,0,1,2.8355593071311256e-09,9.53443691764298e-07,6.13996700100114e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,1,6,1,2,2.857219156083385e-09,8.729669240056709e-07,6.532033065784391e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,1,6,8,7,2.8557105926430176e-09,8.620302409883283e-07,6.695050156103622e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,1,6,8,9,2.854202029204005e-09,-9.878011117306826e-07,-6.197744961125149e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,1,6,2,3,2.8789198470903618e-09,9.262053981107409e-07,6.202903848130091e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,1,6,7,6,2.8572386975017094e-09,1.038563359431664e-06,6.301951920336548e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,1,6,3,4,2.880419503954973e-09,6.641398912000731e-07,6.144093717022259e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,1,6,6,5,2.860236282965477e-09,7.756725093167724e-07,5.879964704507468e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,1,6,4,5,1.176670299186032e-09,-7.617438095905556e-07,8.647128031934728e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,2,4,0,1,2.7078411514513525e-09,9.22284722703552e-07,6.638303874984892e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,2,4,1,2,2.6905184290634402e-09,8.388158398685489e-07,6.838463869386909e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
PR8_Nepal,2,4,2,3,2.6920376376619235e-09,5.086545988128862e-07,7.31926121632382e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
PR8_Nepal,2,4,3,4,2.71244900571919e-09,9.259990623408232e-07,7.101561202896419e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,2,4,5,6,2.673192699034727e-09,-8.86173300864428e-07,-6.990131998669519e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,2,4,6,7,2.688999220463689e-09,-5.78401166931685e-07,-7.060291090813971e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,2,4,7,8,2.6889992204643225e-09,-7.165530221250145e-07,-6.924099622546186e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
PR8_Nepal,2,4,8,9,2.6859608032654546e-09,-9.925471303754712e-07,-6.232824507197374e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,2,5,0,1,2.8878291752108005e-09,9.214592811036196e-07,6.67751062905678e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,2,5,1,2,2.870123227107249e-09,1.1481356398447687e-06,6.818860984329508e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,2,5,2,3,2.9103456586168288e-09,9.261021810435003e-07,6.853940530401734e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,2,5,3,4,2.9119313124720153e-09,7.807280808276232e-07,6.569176461845719e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,2,5,5,6,2.87328938621048e-09,-8.596572317115295e-07,-7.030370431746687e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
PR8_Nepal,2,5,6,7,2.871725022672793e-09,-9.811978741513438e-07,-7.034497147767806e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
PR8_Nepal,2,5,7,8,2.8508235542939808e-09,-1.078182686746211e-06,-6.618700497948948e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,2,5,8,9,2.8878291752108005e-09,-8.018790255693412e-07,-7.186165277050417e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8_Nepal,2,6,0,1,2.7937996289224043e-09,1.0393888010315963e-06,6.338063637392596e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,2,6,1,2,2.795256736103276e-09,9.752136439091836e-07,6.636240516974333e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,2,6,8,9,2.813940269276902e-09,-8.983479986583073e-07,-6.156474849042701e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,2,6,8,7,2.796733364067394e-09,9.9667414155034e-07,6.455683407629717e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,2,6,2,3,2.818382567863616e-09,9.620072670802257e-07,6.256555092232981e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,2,6,7,6,2.818382567863616e-09,8.135378838903797e-07,6.324650826366874e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,2,6,3,4,2.8400726240266674e-09,6.692986798093063e-07,6.300920241331268e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,2,6,3,6,1.1538030003391368e-09,-7.415214251514437e-07,6.890051755479239e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8_Nepal,2,6,6,5,2.7997061820476753e-09,7.155212446999309e-07,6.417508332563109e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
