strain,rep,hpi,source,target,weight,tx,ty,px_size_x_source,px_size_y_source,px_size_x_target,px_size_y_target,warning
PR8,4,0,4,5,8.143631220916411e-10,-4.985434066097546e-07,1.2125170343725287e-06,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8,4,1,0,9,3.3082305132777295e-09,-5.255753644287271e-07,1.0585794080697199e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,1,1,8,3.3279559924409875e-09,-6.479413992665324e-07,9.544754691652864e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,1,8,7,2.7218538945228655e-10,-2.928117305725203e-07,0.00010124692976666062,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,1,8,9,2.7189396496149915e-10,3.4285177837087864e-07,-2.0744442550538917e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,1,2,7,3.367406950767503e-09,-7.266642143204752e-07,8.779192784181394e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,1,7,6,2.5125599785070584e-10,-2.373033750890154e-08,5.980695205577986e-05,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,1,3,6,3.40501934573241e-09,-6.952988602608191e-07,1.0891192713315893e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,1,6,5,2.5088191944199873e-10,-4.879163748540301e-07,5.061784215895475e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860876635e-07,pixel sizes differ between source_img and target_img
PR8,4,1,4,5,3.3853045117292276e-09,-5.703534803162515e-07,1.1511276566310601e-06,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860876635e-07,
PR8,4,2,0,9,2.161786340658124e-09,-5.275357021323214e-07,1.0692064397919157e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,2,1,8,2.101005533299236e-09,-6.448461162614216e-07,9.906900098035102e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860876635e-07,
PR8,4,2,8,9,5.746898879706846e-10,-9.602532651776873e-07,-6.063616851275721e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8,4,2,8,7,5.738048419405786e-10,1.1236830270990299e-06,6.278221827701716e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8,4,2,2,7,2.0413819991406376e-09,-7.636009793936221e-07,1.159381777365841e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,2,7,6,5.732348582325055e-10,4.192015841191152e-07,6.910686811520463e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,2,3,6,2.0027050883007575e-09,-7.04275156376713e-07,1.4027724183453163e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,2,6,5,5.723297652260729e-10,8.975226554540836e-07,4.5871774349687857e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,2,4,5,1.943049618665909e-09,-6.308142486346769e-07,1.4242329159864725e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,3,0,1,2.7499753191291663e-10,6.449492841619496e-07,4.512891134824672e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8,4,3,1,2,2.7549935222662145e-10,-6.267904053691139e-07,1.5740435310810366e-06,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,
PR8,4,3,2,3,2.7667026629075975e-10,4.2322542745529534e-07,-7.831908604741666e-05,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,
PR8,4,3,3,4,2.7735646652156227e-10,5.291865361699215e-07,4.18788863319149e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,
PR8,4,3,5,6,3.4774529495936335e-10,-8.006409615651512e-07,-6.207030564151209e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,3,6,7,3.2929233509279164e-10,-7.397674724467595e-07,-6.934417396556069e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,3,7,8,3.282962905232092e-10,-5.158768930091373e-07,-3.0663721320035474e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,3,8,9,3.447902417782707e-10,-7.962043974574682e-07,-5.575597258915511e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,4,0,1,2.794055225683867e-09,9.660310611900882e-07,6.013061135759414e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,4,1,2,2.779183723861256e-09,9.327054186246919e-07,6.702272401119123e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,4,8,7,2.688313653068495e-09,8.64609684548947e-07,6.027505625790417e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8,4,4,8,9,2.68276767850389e-09,-7.289340557746768e-07,-6.221475546160755e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8,4,4,2,3,2.761400210543718e-09,1.140500624831447e-06,5.336230510441606e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8,4,4,7,6,2.693879519843688e-09,2.1177777251468987e-06,3.6441544391256277e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8,4,4,3,4,2.7878080651299394e-09,7.486405515146199e-07,5.611708975971559e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8,4,4,6,5,2.696682448621956e-09,8.595541130377563e-07,5.685995276115673e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8,4,4,4,5,2.2202913321904015e-09,-5.883060233501851e-07,8.143632762924577e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,5,0,1,2.5881708453140847e-09,1.0156584127874075e-06,5.011228008808424e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,5,1,2,2.606249373971917e-09,5.607581767971897e-07,6.072902945872526e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,5,2,3,2.5853642123853802e-09,9.757295326096778e-07,6.655843894010277e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860876635e-07,pixel sizes differ between source_img and target_img
PR8,4,5,3,4,2.5408181834876223e-09,9.131021399844564e-07,4.775988468655383e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8,4,5,5,6,2.5046824164868334e-09,-1.0203013126961464e-06,-6.222507225166034e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860876635e-07,pixel sizes differ between source_img and target_img
PR8,4,5,6,7,2.5074416503360135e-09,-8.209664647069367e-07,-6.648621649441918e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8,4,5,7,8,2.5310458743582917e-09,-5.869647422476128e-07,-6.708462967129344e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,5,8,9,2.5338075174303457e-09,-4.7388450722728535e-07,-5.92948923258924e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860876635e-07,pixel sizes differ between source_img and target_img
PR8,4,6,0,1,2.0143773138837226e-09,6.056394605852421e-07,3.1860557522297714e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,6,1,2,2.0377175466691094e-09,1.2685412877811253e-06,4.910116086612865e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,6,2,3,2.0295585813194086e-09,1.0447539254418854e-06,5.034958593844031e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,6,3,4,2.0555587259395054e-09,8.786415029196896e-07,5.782979990311571e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,6,5,6,1.9353642384951005e-09,-1.0694127755929715e-06,-2.6753375002363043e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,6,6,7,1.9305814240683914e-09,-1.0338173408202514e-06,-5.503374808760499e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,6,7,8,1.939219390609219e-09,-1.3604705288618805e-06,-5.682899747121292e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,6,8,9,1.89797704990888e-09,-6.674415100062399e-07,-4.7584484493087973e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,7,0,1,3.512815539322013e-09,6.73632026818607e-07,4.5252722671494545e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8,4,7,1,2,3.563212716549619e-09,8.206569610053528e-07,5.576629429899333e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,7,2,3,3.5690796968731888e-09,9.436420032463259e-07,5.505438166771058e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,7,3,4,3.5593962379938167e-09,1.1692865845864867e-06,5.384722867539555e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,7,5,6,3.6138842380440704e-09,-1.127500583803545e-06,-6.217348338161093e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,7,6,7,3.6233867498597714e-09,-1.0509443930563982e-06,-5.957346533645965e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,7,7,8,3.6174239631074545e-09,-8.298395929223027e-07,-4.4344776266808956e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,7,8,9,3.6074859851867932e-09,-4.7336861852679115e-07,-5.427025150605826e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860876635e-07,pixel sizes differ between source_img and target_img
PR8,4,8,0,1,2.7787738571847976e-09,1.054452396861475e-06,5.273293663667301e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8,4,8,0,9,3.6044641639890375e-11,,,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860876635e-07,y-overlap is just one pixel
PR8,4,8,1,2,2.7365825461050394e-09,1.2174694871807057e-06,5.535358825838342e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,8,9,8,2.640081132935286e-09,1.0523888420594984e-06,5.676709181492847e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
PR8,4,8,2,3,2.7336269634928267e-09,8.513000905634588e-07,5.876869667491629e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,8,3,4,2.730633453613465e-09,6.967433092639193e-07,5.434247395621326e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,8,5,6,2.630042801631351e-09,-8.491333186630998e-07,-5.366151661487434e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,8,6,7,2.6524743507525526e-09,-6.494890161701605e-07,-5.073133176932096e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
PR8,4,8,7,8,2.617636591336285e-09,-1.0012139227564052e-06,-5.335198831436326e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,0,0,1,2.141764828874519e-09,9.726342988024215e-07,8.103394329847409e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,0,1,2,2.1645549341312946e-09,8.997924476614076e-07,4.7017021681900677e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,0,2,3,2.188582183658766e-09,1.1091353199696452e-06,5.530200430811944e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,0,3,4,2.171735444312577e-09,1.0635317624821884e-06,6.892115113489798e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,0,5,6,2.1512784982976825e-09,-9.311577525545212e-07,-6.499016877722724e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,0,6,7,2.186161185668016e-09,-8.493397528598645e-07,-6.008933927759752e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,0,7,8,2.1633550699771314e-09,-8.482047583604938e-07,-5.972822702682247e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,0,8,9,2.1405756201966436e-09,-8.876177498377292e-07,-6.384492636479986e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,1,0,1,2.3966560957866624e-09,8.690462486277053e-07,5.318690983394765e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,0,1,1,2,3.121824048894034e-09,1.0163806373231351e-06,6.264809016253762e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,0,1,8,7,2.399140964730602e-09,7.724740584111337e-07,4.114634012052655e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,1,8,9,2.37488979524486e-09,-1.4908842011172651e-06,-4.555192925912399e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,1,2,3,2.40537311184168e-09,7.709264415334292e-07,4.848210918489194e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,0,1,7,6,2.382300485240677e-09,1.024634659705447e-06,6.419572182552212e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,1,3,4,2.4090804405029887e-09,1.146794309582905e-06,5.450755243662888e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,0,1,6,5,2.3859758990608113e-09,1.4216535708797104e-06,5.845916837440522e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,1,4,5,2.098123050217993e-09,-6.022346738987986e-07,9.197052792010812e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,2,0,1,2.6309816101549763e-09,7.963075653579962e-07,6.623859384953889e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,2,0,9,2.6256286465555092e-09,-4.4190014576446137e-07,8.584191184805777e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,2,1,2,2.6074183002157903e-09,3.908283451640418e-07,5.570438863889112e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,2,1,8,2.585173994203723e-09,-6.121395302970475e-07,8.817367367269459e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,2,8,7,2.5446970248623555e-09,5.863456856860244e-07,5.391945112555055e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,
Nepal,0,2,2,3,2.6034152493448475e-09,9.533404746659156e-07,5.019481932829205e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,2,7,6,2.5616649367283895e-09,6.054331248249036e-07,5.699408087141397e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,
Nepal,0,2,3,4,2.6007600578629626e-09,9.101100248798737e-07,5.473453657714671e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,2,6,5,2.579906191873636e-09,1.1075876539426517e-06,7.359499649400988e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860876635e-07,1.0317537860182746e-07,
Nepal,0,3,0,1,2.71996771483744e-09,1.1741358202962816e-06,5.662264691080067e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,3,1,2,2.685097958038382e-09,6.751796929427936e-07,7.219181465112083e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,0,3,9,8,2.6807509500027596e-09,1.731282923783575e-06,4.2343176322788793e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,3,2,3,2.707670241542379e-09,1.1722786013347806e-06,3.9939189588104235e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,3,7,8,2.6850979580377214e-09,-8.069346462780462e-07,-5.921234816589916e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,3,7,6,2.6697917176080682e-09,6.704336251108226e-07,6.326714184377433e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,3,3,4,2.7332574593725454e-09,7.157275805009868e-07,5.981076626703028e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,3,6,5,2.674144892834607e-09,1.9311334636818615e-06,3.649313080141298e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,3,4,5,2.467874753524602e-10,-4.802814090385627e-07,5.422897942606163e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,4,0,9,4.00010319193068e-09,-1.0341267953587552e-06,1.2750413082950764e-06,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,4,0,1,1.079586024210735e-09,7.814503053554509e-07,6.012029456754135e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,4,1,8,4.020233187126428e-09,-9.397213278391372e-07,1.2266520698998013e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,4,8,7,1.1208372818047202e-09,1.0855081488238386e-06,7.349182367369647e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,4,2,7,4.080623172715025e-09,-9.28991079049798e-07,1.1435958586387035e-06,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,0,4,7,6,1.100762294066781e-09,1.1731040429347408e-06,6.753860287211454e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,0,4,3,6,4.080623172715025e-09,-8.994829931879246e-07,1.148857864346319e-06,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,0,4,6,5,1.1007622940660513e-09,9.288879603471208e-07,6.217348338161093e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,0,4,4,5,4.082781090839126e-09,-8.410857304716579e-07,1.2557474841585705e-06,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,0,5,0,9,2.5903916171117508e-09,-7.044814921777689e-07,2.418430978726287e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,5,1,8,2.515151635067411e-09,-6.980845904134401e-07,2.3121601695257858e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,5,2,7,2.49775439656825e-09,-6.829178266820133e-07,2.2884298304794513e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,5,3,6,2.439911653024287e-09,-6.356634843872223e-07,3.5977254400382384e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,5,4,5,2.40229166200146e-09,-5.44662803602953e-07,4.2993178374183897e-07,1.0317537860876635e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,6,0,9,7.787188506286356e-10,-7.729899471116278e-07,1.6262503261808267e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860356218e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,6,8,1,7.987606354522971e-10,8.01672689781764e-07,-1.2717397386867641e-06,1.0317537860356218e-07,1.0317537860182746e-07,1.0317537860356218e-07,1.0317537860182746e-07,
Nepal,0,6,8,7,9.45328870768197e-11,4.5293992289316596e-08,1.8251725025679247e-06,1.0317537860356218e-07,1.0317537860182746e-07,1.0317537860356218e-07,1.0317537860182746e-07,
Nepal,0,6,8,9,7.435881339293445e-11,-9.275466423305176e-08,7.015925818721049e-08,1.0317537860356218e-07,1.0317537860182746e-07,1.0317537860356218e-07,1.0317537860182746e-07,
Nepal,0,6,2,7,8.973424015328185e-10,-7.591644152859391e-07,1.2614221614682978e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860356218e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,6,7,6,7.457592993479596e-11,-7.428626939670424e-09,5.04630755488065e-07,1.0317537860356218e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,6,3,6,9.366017470018386e-10,-5.476549186709054e-07,1.388327928314314e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,6,6,5,9.483394722674632e-11,-1.390804154765171e-07,6.963306376618074e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,6,4,5,1.0151204379411987e-09,-4.479874946763005e-07,1.3598515214587127e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,7,0,1,2.1625404888862983e-09,5.423929621611443e-07,6.191554395114928e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,7,1,2,1.9256948006118027e-09,7.157275805009868e-07,6.016156172775254e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,7,8,7,1.969054030052683e-09,9.09697353308352e-07,6.592906554902783e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,0,7,8,9,1.964893324230419e-09,-4.864719258672883e-07,-5.879964704507468e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860529691e-07,1.0317537860182746e-07,
Nepal,0,7,2,3,1.9318276794905162e-09,1.0122536260807129e-06,6.808543210319624e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,7,7,6,1.972194121470187e-09,1.09819873538494e-06,7.476087740632829e-07,1.0317537860529691e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,pixel sizes differ between source_img and target_img
Nepal,0,7,3,4,1.9338458897142997e-09,1.0078170619730298e-06,6.268936224253424e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,7,6,5,1.9752950887843504e-09,1.0851985959244004e-06,6.589811517886944e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,7,4,5,1.211904597179277e-09,-6.384492636479986e-07,1.0730238981007222e-06,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,8,0,1,1.6046138109587302e-09,9.262053981107409e-07,6.322586976377771e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
Nepal,0,8,1,2,1.6692694629929653e-09,1.017618750491002e-06,5.888218628528249e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,1.0317537860182746e-07,
